isogroup	scaffold	start	end	annotation	lg	cM
isogroup=43523	c1889019	389066	388763	Ca2+ sensor (EF-Hand superfamily) ; recoverin E=3e-13	8	782.179
isogroup=43522	c1413499	139997	140330	NA	11	1077.607
isogroup=9274	c1326140	279853	280261	Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily) ; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 5 E=5e-180	6	629.734
isogroup=9277	c1062904	258277	258653	NA	7	661.718
isogroup=9271	c2430742	140251	142181	Serine/threonine protein kinase ; RIO kinase 3 [EC:2.7.11.1] E=1e-86	1	56.972
isogroup=9272	c139381	837882	836308	latent transforming growth factor beta binding protein E=2e-13	12	1126.373
isogroup=43524	c1487044	185341	185034	NA	12	1144.103
isogroup=9278	c1411463	120111	119523	Actin regulatory protein (Wiskott-Aldrich syndrome protein)	8	766.554
isogroup=9279	c1235448	156340	154733	NA	3	235.592
isogroup=6424	c376833	84289	85549	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes ; kelch-like protein 20 E=2e-110	7	682.599
isogroup=6426	c844123	49985	48719	N-acylethanolamine-hydrolyzing acid amidase [EC:3.5.1.-] E=2e-54	5	483.139
isogroup=6427	c433953	32667	33738	Delta 6-fatty acid desaturase/delta-8 sphingolipid desaturase ; linoleoyl-CoA desaturase [EC:1.14.19.3] E=5e-159	6	582.018
isogroup=6422	c1374583	35050	34624	Myosin class II heavy chain	8	774.248
isogroup=33354	c2079257	235780	236254	NA	12	1202.07
isogroup=6429	c625461	437092	435749	Reticulocalbin, calumenin, DNA supercoiling factor, and related Ca2+-binding proteins of the CREC family (EF-Hand protein superfamily)	11	1071.596
isogroup=24229	c1718209	153655	153325	LRR-containing protein ; NACHT, LRR and PYD domains-containing protein 3 E=1e-31	2	197.854
isogroup=24228	c2373953	150481	149791	NA	13	1321.25
isogroup=18367.1	c231001	141219	140738	NA	3	310.814
isogroup=24226	c2338037	1065828	1066549	Predicted G-alpha GTPase interaction protein, contains GoLoco domain ; NF-kappa-B inhibitor-like protein 2 E=3e-26	14	1422.406
isogroup=24225	c1967874	260823	261269	NA	2	114.196
isogroup=24224	c2493125	317740	317258	Exon-exon junction complex, Magoh component	2	206.825
isogroup=33351	c753180	418210	417794	FOG: 7 transmembrane receptor ; histamine receptor H2 E=1e-16	2	117.965
isogroup=35479	c1004953	151745	151414	NA	8	736.304
isogroup=35476	c1732762	85044	84606	FOG: Immunoglobulin C-2 Type/fibronectin type III domains	13	1272.029
isogroup=35471	c1598123	173995	173574	NA	3	290.869
isogroup=35472	c666183	76443	76125	FOG: Kazal-type serine protease inhibitor domain	5	514.776
isogroup=35473	c2223088	115923	116354	NA	4	332.843
isogroup=41499	c1021649	11449	11791	NA	9	857.252
isogroup=41498	c2461275	244475	244128	NA	1	84.186
isogroup=41495	c1938765	273471	273135	NA	5	480.252
isogroup=41494	c622226	209539	209195	NA	6	575.594
isogroup=41497	c1366711	39486	39280	NA	9	890.047
isogroup=41496	c1081122	55909	55564	NA	2	151.544
isogroup=41491	c2219165	28019	28364	NA	3	304.068
isogroup=41493	c2214146	180276	179931	NA	13	1217.408
isogroup=21479	c917489	85420	85040	Chromosome condensation complex Condensin, subunit D2	4	371.578
isogroup=27658	c1597072	5221	4561	NA	6	563.942
isogroup=21472	c376833	50881	50454	NA	7	682.599
isogroup=29268	c662103	353740	353928	NA	13	1274.107
isogroup=29260	c986684	70350	70944	FOG: 7 transmembrane receptor ; melatonin receptor 1B E=4e-09	10	928.247
isogroup=29263	c1774267	276290	276884	NA	6	592.92
isogroup=29264	c2517366	218913	219233	NA	11	1106.222
isogroup=29266	c1274056	125606	126194	NA	13	1324.019
isogroup=29267	c1397839	177584	177338	NA	8	806.106
isogroup=25578	c1811180	340864	341223	Fibroblast/platelet-derived growth factor receptor and related receptor tyrosine kinases ; tyrosine-protein kinase receptor torso [EC:2.7.10.1] E=3e-63	11	1077.232
isogroup=25579	c1276264	54639	54986	NA	1	67.918
isogroup=25570	c622226	133402	134177	NA	6	575.594
isogroup=25571	c2473936	265353	264585	NA	8	795.597
isogroup=25572	c1639439	122974	122777	Zinc carboxypeptidase ; discoidin domain receptor family member 1 [EC:2.7.10.1] E=2e-52	11	1056.67
isogroup=25573	c1895421	225311	226058	NA	2	189.258
isogroup=25575	c1321846	301131	300365	NA	8	804.466
isogroup=25576	c944390	50538	49765	NA	11	1064.119
isogroup=25577	c2438805	207081	206902	NA	12	1133.26
isogroup=6877	c2433039	372113	371025	NA	6	596.031
isogroup=34704	c1813332	222560	222265	NA	6	615.465
isogroup=34707	c2396761	466717	466274	NA	6	628.618
isogroup=34706	c1079751	31605	31457	NA	5	509.867
isogroup=34703	c1598123	235966	235760	NA	3	290.869
isogroup=34702	c1609271	38990	38746	NA	1	79.47
isogroup=26179	c2142229	25934	25194	NA	7	667.098
isogroup=26173	c1454876	179726	179486	NA	6	619.343
isogroup=26172	c1271929	167876	168615	NA	1	59.089
isogroup=26175	c1300534	107839	107346	Serine/threonine protein kinase, contains leucine zipper domain	1	45.861
isogroup=26177	c1274056	188426	188168	Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; contactin associated protein-like 2 E=5e-11	13	1324.019
isogroup=26176	c1814209	314106	313545	NA	13	1230.622
isogroup=21195	c1885765	321368	322425	NA	4	339.607
isogroup=5590	c2338037	351997	354514	UDP-N-acetylglucosamine transporter	14	1431.236
isogroup=8745	c1814209	422136	421885	Arginase ; guanidinobutyrase [EC:3.5.3.7] E=9e-08	13	1231.114
isogroup=14376	c662103	71180	70881	von Willebrand factor and related coagulation proteins	13	1268.03
isogroup=14377	c2338037	526533	527104	Ubiquitin carboxyl-terminal hydrolase ; ubiquitin carboxyl-terminal hydrolase 9/24 [EC:3.1.2.15] E=6e-140	14	1423.066
isogroup=14374	c1230921	299806	299406	NA	11	1030.421
isogroup=14372	c187788	57349	58768	NA	13	1235.75
isogroup=14370	c1067544	347142	347985	protein-disulfide reductase (glutathione) [EC:1.8.4.2] E=4e-30	14	1422.0
isogroup=14371	c1803350	475872	477218	FOG: 7 transmembrane receptor ; trace amine associated receptor E=3e-08	1	35.667
isogroup=8743	c1400461	64147	65387	NA	11	1038.521
isogroup=14378	c1785485	164752	163324	Huntingtin interacting protein HYPE	11	1037.841
isogroup=19393	c1300534	82742	83108	GTPase-activating protein ; Ras GTPase-activating protein 1 E=2e-153	1	45.861
isogroup=19390	c692458	111315	111625	Predicted membrane proteins, contain hemolysin III domain ; adiponectin receptor E=1e-97	6	605.321
isogroup=19398	c917489	303002	303693	Spondins, extracellular matrix proteins ; semaphorin 5 E=4e-05	3	266.95
isogroup=10877	c196579	381492	380103	FOG: 7 transmembrane receptor ; tachykinin-like receptor E=3e-14	6	568.183
isogroup=10876	c2021939	262593	260923	NA	13	1249.421
isogroup=10870	c2408576	174906	173723	NA	11	1033.743
isogroup=10873	c1516466	59235	57492	NA	13	1268.552
isogroup=10872	c2328114	352452	351696	Uncharacterized conserved protein	1	4.239
isogroup=10879	c1790586	295453	294561	josephin [EC:3.4.19.12] E=4e-50	11	1060.868
isogroup=10878	c1530838	299086	299372	Translation initiation factor 2, beta subunit (eIF-2beta)	2	134.127
isogroup=11473	c887269	119726	118722	Predicted dehydrogenase	4	332.058
isogroup=11476	c1944970	77123	76758	NA	4	378.065
isogroup=11475	c622226	324764	323971	Cysteine proteinase Cathepsin L ; cathepsin K [EC:3.4.22.38] E=1e-168	6	575.594
isogroup=26794	c1276264	41250	41934	NA	1	67.918
isogroup=11479	c1868152	435562	436893	RNA polymerase, subunit L ; DNA-directed RNA polymerase II subunit RPB11 E=3e-57	1	39.428
isogroup=26791	c2260754	326149	325674	NA	8	775.741
isogroup=19640	c90755	220372	220557	Aldo/keto reductase family proteins ; aldehyde reductase [EC:1.1.1.21] E=9e-175	4	357.027
isogroup=19643	c1640348	265592	264575	NA	10	966.178
isogroup=19642	c1727753	335335	335879	Ca2+-dependent lipid-binding protein CLB1/vesicle protein vp115/Granuphilin A, contains C2 domain ; phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154] E=3e-10	7	685.074
isogroup=19645	c721405	142581	141723	caveolin 2 E=8e-73	5	514.46
isogroup=19646	c1401140	103556	104365	Predicted inosine-uridine preferring nucleoside hydrolase ; pyrimidine-specific ribonucleoside hydrolase [EC:3.2.-.-] E=3e-112	3	292.662
isogroup=19649	c2438112	366863	367599	NA	2	204.633
isogroup=27227	c882547	167194	167525	FOG: Immunoglobin and related proteins ; heparan sulfate proteoglycan 2 (perlecan) E=3e-52	1	49.728
isogroup=27224	c151167	9470	9931	NA	13	1256.923
isogroup=27228	c2338037	42641	42931	FOG: Immunoglobulin C-2 Type/fibronectin type III domains ; protein tyrosine phosphatase, receptor type, D [EC:3.1.3.48] E=1e-109	14	1431.236
isogroup=27229	c1463175	334564	335237	NA	5	460.719
isogroup=36493	c1231179	273767	274137	NA	14	1383.645
isogroup=9	c1544583	82202	81586	Basement membrane-specific heparan sulfate proteoglycan (HSPG) core protein ; collagen, type VI, alpha E=1e-136	4	413.96
isogroup=8	c1789852	198274	212596	Predicted lipoprotein ; apolipoprotein B E=1e-172	14	1339.939
isogroup=1	c1209281	347050	344056	Notch E=5e-05	8	764.299
isogroup=0	c1640348	143009	147371	Projectin/twitchin and related proteins ; myosin-light-chain kinase [EC:2.7.11.18] E=1e-121	10	966.178
isogroup=3	c2396761	607221	607951	von Willebrand factor and related coagulation proteins ; protease, serine, 7 (enterokinase) [EC:3.4.21.9] E=2e-80	1	43.226
isogroup=4	c2025353	394597	399487	Dystonin, GAS (Growth-arrest-specific protein), and related proteins ; spectrin beta E=4e-05	10	970.817
isogroup=7	c1381720	23276	21960	Ca2+/Na+ exchanger NCX1 and related proteins ; latrophilin 2 E=3e-20	1	22.573
isogroup=6	c1633648	19937	31983	Fibrillins and related proteins containing Ca2+-binding EGF-like domains	1	26.128
isogroup=36492	c1276390	69930	69516	NA	3	319.529
isogroup=8725	c1853226	341470	342877	Transcription initiation factor TFIID, subunit TAF11 ; transcription initiation factor TFIID subunit 11 E=8e-116	3	292.109
isogroup=24311	c2260754	211543	212402	NA	8	775.741
isogroup=17131	c2375242	428720	429982	NA	1	41.153
isogroup=17130	c2438805	535571	534932	Receptor-activated Ca2+-permeable cation channels (STRPC family) ; transient receptor potential cation channel subfamily C, invertebrate E=3e-116	12	1135.29
isogroup=17133	c1625311	121909	121331	enolase-phosphatase E1 [EC:3.1.3.77] E=2e-60	13	1272.529
isogroup=17135	c1413499	344892	345716	NA	11	1074.977
isogroup=17134	c2048088	210799	211255	NA	10	1003.322
isogroup=17139	c2338037	41950	42291	Neurexin IV ; discoidin domain receptor family member 1 [EC:2.7.10.1] E=8e-69	14	1431.236
isogroup=18115	c1903291	46774	47906	Protein kinase C substrate, 80 KD protein, heavy chain ; N-acetylglucosamine-1-phosphate transferase, gamma subunit E=2e-06	14	1341.695
isogroup=18112	c1651196	232311	232929	Ribosomal protein S6 kinase ; mitogen-,stress activated protein kinases [EC:2.7.11.1] E=7e-67	4	405.85
isogroup=397	c2509380	346351	347682	Fibroblast/platelet-derived growth factor receptor and related receptor tyrosine kinases ; FMS-like tyrosine kinase 1 [EC:2.7.10.1] E=2e-131	5	471.109
isogroup=396	c1166066	419234	417571	WD40 repeat protein ; transcription initiation factor TFIID subunit 5 E=2e-10	13	1320.43
isogroup=16848	c1621631	188672	189934	Projectin/twitchin and related proteins	2	193.577
isogroup=394	c801076	204656	204391	phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154] E=1e-06	2	121.686
isogroup=393	c1902022	31191	28429	DNA-binding protein jumonji/RBP2/SMCY, contains JmjC domain ; histone demethylase JARID1 [EC:1.14.11.-] E=3e-164	6	586.689
isogroup=391	c2509380	316741	316078	FOG: Immunoglobin and related proteins ; FMS-like tyrosine kinase 1 [EC:2.7.10.1] E=3e-92	5	471.109
isogroup=390	c1397839	414717	420080	Predicted ATP-dependent RNA helicase FAL1, involved in rRNA maturation, DEAD-box superfamily ; ATP-dependent RNA helicase [EC:3.6.4.13] E=5e-88	8	801.754
isogroup=16843	c1547727	322261	323119	Regulatory protein MLP and related LIM proteins ; cysteine and glycine-rich protein E=1e-15	11	1080.619
isogroup=16847	c1787398	127657	126401	Reductases with broad range of substrate specificities ; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30] E=8e-131	6	566.325
isogroup=20795	c569588	30200	31064	NA	8	794.331
isogroup=20792	c2407255	156815	155809	NA	3	300.795
isogroup=20791	c1639439	158390	158059	Neurexin IV ; discoidin domain receptor family member 1 [EC:2.7.10.1] E=3e-34	11	1056.67
isogroup=20790	c1711537	442386	441696	NA	13	1253.125
isogroup=24318	c1269940	102288	102702	NA	11	1079.024
isogroup=20799	c2260754	134560	133981	Beta amyloid precursor protein ; cortactin E=1e-11	8	775.741
isogroup=3641.1	c1166066	140467	141929	NA	13	1320.719
isogroup=44886	c1210516	262906	262594	FOG: 7 transmembrane receptor ; histamine receptor H2 E=8e-06	1	83.982
isogroup=20241	c666183	176139	177233	NA	11	1027.897
isogroup=20240	c2260250	419893	420975	NA	8	786.178
isogroup=20243	c1891549	85109	84493	NA	3	313.023
isogroup=20245	c1411463	90527	90214	NA	8	766.554
isogroup=20244	c1335768	82662	81582	NA	4	381.104
isogroup=20247	c1122836	395526	395795	Predicted mRNA cap-binding protein related to eIF-4E ; translation initiation factor 4E E=2e-16	8	739.318
isogroup=20249	c1885556	364385	364740	Lysophosphatidic acid acyltransferase endophilin/SH3GL, involved in synaptic vesicle formation ; endophilin-A E=1e-117	1	48.674
isogroup=13550	c2516308	300600	301092	Cytochrome P450 CYP11/CYP12/CYP24/CYP27 subfamilies ; cytochrome P450, family 27, subfamily A (cholestanetriol 26-monooxygenase) [EC:1.14.13.15] E=4e-178	6	559.241
isogroup=16268	c495563	432078	431756	NA	10	919.45
isogroup=16269	c1730470	129985	129701	Actin filament-coating protein tropomyosin ; deleted in malignant brain tumors 1 protein E=1e-110	9	913.122
isogroup=16266	c526698	242663	242112	Ubiquitin-protein ligase ; ubiquitin-conjugating enzyme E2 D/E [EC:6.3.2.19] E=2e-38	7	688.555
isogroup=16265	c1224702	13280	14426	Mitochondrial ribosomal protein L9	4	394.533
isogroup=16262	c2375747	78101	79394	NA	12	1209.639
isogroup=16263	c1726491	247536	247961	Collagens (type IV and type XIII), and related proteins ; collagen, type IX, alpha E=5e-66	9	882.461
isogroup=16260	c2216172	320144	320703	Monocarboxylate transporter ; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 10 E=5e-75	4	377.858
isogroup=16261	c772136	115038	113741	Transcription-coupled repair protein CSA, contains WD40 domain ; pre-mRNA-processing factor 17 E=2e-10	4	327.775
isogroup=5360.1	c1377166	47125	47726	NA	7	693.622
isogroup=4156	c1811180	513707	512729	Serine/threonine protein kinase ; BR serine/threonine kinase [EC:2.7.11.1] E=1e-109	11	1077.872
isogroup=4157	c1657122	62693	63405	Sodium-neurotransmitter symporter ; solute carrier family 6 (neurotransmitter transporter, GABA) member 1 E=5e-178	2	175.055
isogroup=4155	c2326104	495810	496795	K+-dependent Ca2+/Na+ exchanger NCKX1 and related proteins ; solute carrier family 24 (sodium/potassium/calcium exchanger), member 1 E=3e-127	1	54.094
isogroup=4152	c772136	160573	160829	Uncharacterized conserved protein	4	326.751
isogroup=4153	c622226	247488	245068	NA	6	575.594
isogroup=4158	c2080678	285707	286084	F-box protein 11 E=3e-122	10	982.047
isogroup=4159	c1400461	38453	39280	serine/threonine kinase 19 [EC:2.7.11.1] E=8e-130	11	1038.521
isogroup=43721	c1800151	25575	25874	NA	14	1387.482
isogroup=43720	c1694843	84960	84746	DNA replication licensing factor, MCM2 component ; minichromosome maintenance protein 6 E=2e-23	7	707.324
isogroup=43722	c1209281	138884	139154	NA	8	764.299
isogroup=43726	c2126668	185524	185187	NA	12	1142.985
isogroup=8813	c569588	335619	333903	Flavin-containing monooxygenase ; dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8] E=8e-37	8	795.995
isogroup=8812	c1089734	22207	23034	myosin X E=2e-28	12	1166.937
isogroup=8816	c1166066	28517	27884	Chaperonin complex component, TCP-1 delta subunit (CCT4) ; sphingosine-1-phosphate phosphatase 1 [EC:3.1.3.-] E=4e-126	13	1320.719
isogroup=8815	c1531306	399500	397681	NA	13	1246.155
isogroup=8814	c622226	194567	196305	6-phosphogluconolactonase - like protein ; hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31] E=3e-09	6	575.594
isogroup=8819	c2355867	385914	386623	NA	2	148.556
isogroup=35659	c1244792	60132	60513	NA	7	667.631
isogroup=13722	c1531306	325887	326944	Basic region leucine zipper transcription factor ; CCAAT/enhancer binding protein (C/EBP), alpha E=9e-62	13	1246.155
isogroup=13725	c2512412	286245	285324	Cystine transporter Cystinosin ; cystinosin E=9e-163	2	202.558
isogroup=13727	c212034	132752	131936	C2H2-type Zn-finger protein ; pre-60S factor REI1 E=3e-125	7	713.768
isogroup=13728	c1474709	184370	183777	NA	2	173.359
isogroup=13729	c1251121	304985	305768	Alpha-L-fucosidase ; alpha-L-fucosidase [EC:3.2.1.51] E=6e-95	1	75.832
isogroup=14046	c526698	230914	231781	FOG: Ankyrin repeat	7	688.555
isogroup=13485	c1365064	32315	31626	NA	5	446.041
isogroup=13484	c206289	185292	186026	Copper chaperone for superoxide dismutase ; copper chaperone for superoxide dismutase E=1e-08	9	827.617
isogroup=43093	c1375195	174230	173880	NA	8	781.113
isogroup=43092	c871763	9690	9395	leucine-rich repeats and death domain-containing protein E=6e-56	8	767.7
isogroup=15769	c1895421	538694	537932	NA	2	195.191
isogroup=43097	c2335714	789	1116	NA	2	117.564
isogroup=43095	c1721495	135435	135107	NA	9	867.069
isogroup=15762	c1098852	18822	17821	NA	14	1382.866
isogroup=15761	c625461	119278	118532	FOG: Reverse transcriptase	11	1073.26
isogroup=15766	c1486797	45480	46804	NA	7	718.124
isogroup=15767	c2079967	62290	61396	Chondroitin 6-sulfotransferase and related sulfotransferases ; chondroitin 4-sulfotransferase 11 [EC:2.8.2.5] E=7e-50	2	117.298
isogroup=15764	c1609271	109354	110095	FOG: Reverse transcriptase	1	79.47
isogroup=15765	c2412538	17994	17740	Inner membrane protein translocase involved in respiratory chain assembly	6	617.249
isogroup=13482	c2297065	287658	288670	COP9 signalosome, subunit CSN8 ; COP9 signalosome complex subunit 8 E=2e-72	10	978.439
isogroup=33058	c1531306	280675	280937	tRNA delta(2)-isopentenylpyrophosphate transferase	13	1246.155
isogroup=33059	c2170925	62039	61870	NA	1	44.518
isogroup=1506	c1269642	257875	258568	NA	3	291.234
isogroup=1504	c683931	65001	63249	Transcription regulator dachshund, contains SKI/SNO domain ; L-lactate dehydrogenase [EC:1.1.1.27] E=5e-68	5	467.972
isogroup=5682	c2338234	328138	326901	NA	2	118.332
isogroup=5686	c1790586	169306	168227	Alpha-L-fucosidase ; alpha-L-fucosidase [EC:3.2.1.51] E=2e-175	11	1076.656
isogroup=5689	c2218013	125472	126883	Transcription factor HAND2/Transcription factor TAL1/TAL2/LYL1 ; heart-and neural crest derivatives-expressed protein E=2e-88	5	506.336
isogroup=805	c1230921	364265	363416	20S proteasome, regulatory subunit alpha type PSMA2/PRE8	11	1030.421
isogroup=804	c2381614	142852	145290	Inositol polyphosphate 5-phosphatase and related proteins	7	636.245
isogroup=803	c2217139	190849	190259	DNA topoisomerase type II ; DNA topoisomerase II [EC:5.99.1.3] E=2e-58	3	273.726
